address_sk,address_id,line1,line2,country_code,province,province_code,city,postal_code,created_at
2334,3330,Calle 4652,Piso 1 Dto C,AR,Buenos Aires,BA,CABA,8717,2024-09-24 13:49:49
2335,3331,Calle 3156,Piso 6 Dto C,AR,Santa Fe,SF,Rafaela,1523,2023-05-08 00:03:03
2336,3332,Calle 9081,,AR,Buenos Aires,BA,CABA,4738,2024-12-05 11:24:23
2337,3333,Calle 1892,,AR,Santa Fe,SF,Rosario,6151,2024-03-02 17:47:20
2338,3334,Calle 2386,,AR,Buenos Aires,BA,La Plata,1125,2025-03-14 08:38:05
2339,3335,Calle 5889,,AR,Buenos Aires,BA,Mar del Plata,8608,2025-07-28 07:15:05
2340,3336,Calle 8855,,AR,Buenos Aires,BA,CABA,5916,2023-10-11 23:00:52
2341,3337,Calle 5398,,AR,Córdoba,CBA,Río Cuarto,6454,2023-11-18 02:51:14
2342,3338,Calle 1567,Piso 11 Dto B,AR,Santa Fe,SF,Rafaela,8692,2025-09-15 04:53:08
2343,3339,Calle 4716,,AR,Buenos Aires,BA,La Plata,1596,2024-02-02 07:08:32
2344,3340,Calle 9101,,AR,Buenos Aires,BA,Mar del Plata,7316,2024-04-14 21:14:43
2345,3341,Calle 9163,,AR,Santa Fe,SF,Santa Fe,4724,2025-04-26 19:44:55
2346,3342,Calle 2391,Piso 2 Dto A,AR,Córdoba,CBA,Córdoba,5105,2024-05-12 03:06:02
2347,3343,Calle 9770,Piso 10 Dto A,AR,Santa Fe,SF,Santa Fe,6438,2025-09-10 08:32:31
2348,3344,Calle 8078,Piso 6 Dto C,AR,Buenos Aires,BA,La Plata,1341,2025-08-29 05:03:11
2349,3345,Calle 9436,Piso 12 Dto A,AR,Santa Fe,SF,Rosario,8043,2023-07-20 20:50:51
2350,3346,Calle 2511,Piso 9 Dto C,AR,Córdoba,CBA,Villa Carlos Paz,1242,2024-12-12 01:21:13
2351,3347,Calle 6366,Piso 6 Dto B,AR,Buenos Aires,BA,CABA,4941,2024-05-02 18:33:47
2352,3348,Calle 6083,,AR,Buenos Aires,BA,La Plata,7538,2024-09-11 12:51:04
2353,3349,Calle 1528,,AR,Buenos Aires,BA,La Plata,5896,2025-09-09 05:58:36
2354,3350,Calle 3604,Piso 11 Dto A,AR,Buenos Aires,BA,La Plata,4185,2025-05-18 23:04:56
2355,3351,Calle 2634,Piso 11 Dto C,AR,Córdoba,CBA,Río Cuarto,5845,2024-06-27 10:13:01
2356,3352,Calle 2955,Piso 6 Dto A,AR,Buenos Aires,BA,La Plata,4017,2024-05-13 10:19:29
2357,3353,Calle 2853,,AR,Córdoba,CBA,Villa Carlos Paz,1522,2024-07-04 11:58:50
2358,3354,Calle 2065,Piso 5 Dto A,AR,Buenos Aires,BA,Mar del Plata,6603,2024-05-23 01:56:00
2359,3355,Calle 9837,Piso 2 Dto B,AR,Mendoza,MZA,Godoy Cruz,6166,2025-04-17 07:27:25
2360,3356,Calle 472,Piso 7 Dto A,AR,Buenos Aires,BA,Mar del Plata,7206,2023-05-29 05:14:19
2361,3357,Calle 6045,,AR,Buenos Aires,BA,CABA,4488,2024-04-14 06:42:47
2362,3358,Calle 5537,Piso 11 Dto C,AR,Córdoba,CBA,Río Cuarto,6879,2024-02-11 14:43:30
2363,3359,Calle 5279,,AR,Mendoza,MZA,Mendoza,9607,2024-12-26 23:44:26
2364,3360,Calle 332,Piso 3 Dto C,AR,Buenos Aires,BA,La Plata,7427,2024-02-15 13:20:36
2365,3361,Calle 9832,,AR,Mendoza,MZA,San Rafael,2625,2025-05-29 00:00:53
2366,3362,Calle 9835,,AR,Buenos Aires,BA,CABA,5948,2023-09-18 04:04:29
2367,3363,Calle 2898,,AR,Buenos Aires,BA,Mar del Plata,3885,2025-01-25 21:15:31
2368,3364,Calle 7780,,AR,Buenos Aires,BA,CABA,3067,2024-11-07 09:32:30
2369,3365,Calle 1985,,AR,Santa Fe,SF,Rosario,9193,2023-07-15 03:36:01
2370,3366,Calle 125,,AR,Buenos Aires,BA,La Plata,7848,2023-09-30 22:02:47
2371,3367,Calle 1741,,AR,Córdoba,CBA,Córdoba,4467,2024-12-06 11:29:40
2372,3368,Calle 9900,,AR,Córdoba,CBA,Villa Carlos Paz,1033,2023-08-04 07:25:24
2373,3369,Calle 9532,Piso 11 Dto B,AR,Córdoba,CBA,Córdoba,2629,2024-12-11 07:29:00
2374,3370,Calle 6170,Piso 12 Dto C,AR,Buenos Aires,BA,La Plata,9064,2023-08-13 09:43:57
2375,3371,Calle 5799,,AR,Buenos Aires,BA,La Plata,8364,2023-12-13 13:30:06
2376,3372,Calle 5639,,AR,Buenos Aires,BA,La Plata,4839,2023-09-11 16:38:24
2377,3373,Calle 7680,,AR,Mendoza,MZA,San Rafael,5667,2024-10-01 23:07:42
2378,3374,Calle 4718,,AR,Buenos Aires,BA,La Plata,2937,2024-08-07 08:48:20
2379,3375,Calle 3209,,AR,Mendoza,MZA,Godoy Cruz,2315,2025-04-06 03:54:40
2380,3376,Calle 6894,Piso 12 Dto B,AR,Mendoza,MZA,Godoy Cruz,1957,2024-10-22 07:39:03
2381,3377,Calle 6850,,AR,Buenos Aires,BA,La Plata,3623,2025-09-12 06:12:11
2382,3378,Calle 5262,,AR,Buenos Aires,BA,Mar del Plata,7664,2023-08-29 05:35:50
2383,3379,Calle 981,,AR,Santa Fe,SF,Rafaela,2134,2023-10-29 21:38:57
2384,3380,Calle 8964,,AR,Buenos Aires,BA,Mar del Plata,7330,2025-05-17 06:32:46
2385,3381,Calle 5494,,AR,Córdoba,CBA,Córdoba,4250,2025-05-30 10:22:08
2386,3382,Calle 9598,,AR,Buenos Aires,BA,La Plata,7202,2025-07-16 20:19:27
2387,3383,Calle 8399,,AR,Córdoba,CBA,Río Cuarto,9158,2023-09-13 03:50:41
2388,3384,Calle 9934,,AR,Buenos Aires,BA,CABA,1656,2023-06-19 22:08:28
2389,3385,Calle 7432,,AR,Mendoza,MZA,Mendoza,4986,2023-08-27 15:12:50
2390,3386,Calle 7166,Piso 6 Dto C,AR,Buenos Aires,BA,La Plata,7225,2024-03-25 04:35:36
2391,3387,Calle 8772,,AR,Buenos Aires,BA,La Plata,9042,2025-09-12 05:04:49
2392,3388,Calle 8142,,AR,Buenos Aires,BA,Mar del Plata,6584,2024-03-27 16:53:57
2393,3389,Calle 676,Piso 2 Dto A,AR,Mendoza,MZA,Mendoza,1496,2024-12-28 11:32:45
2394,3390,Calle 7012,,AR,Santa Fe,SF,Rosario,8062,2025-03-27 11:08:37
2395,3391,Calle 6043,Piso 2 Dto A,AR,Santa Fe,SF,Rosario,3999,2024-07-13 10:06:09
2396,3392,Calle 3615,Piso 4 Dto B,AR,Buenos Aires,BA,La Plata,7426,2024-09-04 19:20:28
2397,3393,Calle 7689,Piso 7 Dto B,AR,Mendoza,MZA,Godoy Cruz,9377,2024-08-03 22:39:57
2398,3394,Calle 2699,Piso 5 Dto C,AR,Córdoba,CBA,Córdoba,7022,2023-11-08 21:37:16
2399,3395,Calle 2263,Piso 6 Dto A,AR,Buenos Aires,BA,La Plata,3123,2025-02-14 14:14:36
2400,3396,Calle 5470,,AR,Buenos Aires,BA,Mar del Plata,7909,2023-11-18 07:32:22
2401,3397,Calle 8065,,AR,Santa Fe,SF,Santa Fe,6235,2023-06-08 20:12:00
2402,3398,Calle 3531,Piso 5 Dto C,AR,Córdoba,CBA,Río Cuarto,3268,2023-08-27 07:44:39
2403,3399,Calle 4935,Piso 7 Dto C,AR,Buenos Aires,BA,CABA,1071,2024-02-19 00:18:53
2404,3400,Calle 4796,,AR,Buenos Aires,BA,CABA,5700,2024-10-22 18:23:26
2405,3401,Calle 9294,Piso 8 Dto A,AR,Mendoza,MZA,San Rafael,2904,2025-07-21 09:46:25
2406,3402,Calle 851,,AR,Buenos Aires,BA,Mar del Plata,4771,2025-08-05 20:38:21
2407,3403,Calle 7419,,AR,Buenos Aires,BA,La Plata,4981,2024-02-29 22:05:30
2408,3404,Calle 2557,Piso 12 Dto A,AR,Buenos Aires,BA,Mar del Plata,6188,2023-08-13 11:15:33
2409,3405,Calle 8000,Piso 7 Dto C,AR,Córdoba,CBA,Villa Carlos Paz,1192,2025-01-09 06:28:51
2410,3406,Calle 3600,Piso 11 Dto A,AR,Buenos Aires,BA,Mar del Plata,4284,2023-05-12 17:58:01
2411,3407,Calle 2483,Piso 1 Dto A,AR,Buenos Aires,BA,CABA,9247,2024-06-25 23:29:20
2412,3408,Calle 8899,,AR,Buenos Aires,BA,La Plata,7928,2025-04-06 03:52:40
2413,3409,Calle 376,Piso 9 Dto A,AR,Córdoba,CBA,Villa Carlos Paz,9171,2023-09-16 06:37:51
2414,3410,Calle 143,Piso 6 Dto C,AR,Córdoba,CBA,Villa Carlos Paz,5686,2025-03-11 12:58:36
2415,3411,Calle 2181,Piso 1 Dto C,AR,Santa Fe,SF,Rafaela,7869,2024-07-13 20:36:41
2416,3412,Calle 1864,Piso 4 Dto A,AR,Córdoba,CBA,Córdoba,7055,2023-09-28 08:58:44
2417,3413,Calle 6131,,AR,Mendoza,MZA,Mendoza,2268,2023-10-21 05:00:56
2418,3414,Calle 6415,Piso 2 Dto B,AR,Santa Fe,SF,Santa Fe,9693,2023-08-07 05:29:52
2419,3415,Calle 3552,,AR,Buenos Aires,BA,CABA,5683,2024-06-05 13:33:41
2420,3416,Calle 4618,,AR,Córdoba,CBA,Córdoba,2046,2024-10-28 11:40:01
2421,3417,Calle 5570,,AR,Buenos Aires,BA,Mar del Plata,6409,2024-02-26 14:28:03
2422,3418,Calle 1689,,AR,Buenos Aires,BA,Mar del Plata,8820,2024-08-30 00:36:35
2423,3419,Calle 8286,,AR,Buenos Aires,BA,La Plata,1196,2023-10-13 04:11:35
2424,3420,Calle 5207,Piso 7 Dto B,AR,Mendoza,MZA,San Rafael,2802,2025-05-31 14:50:53
2425,3421,Calle 8994,,AR,Santa Fe,SF,Santa Fe,1609,2024-01-01 10:09:33
2426,3422,Calle 1683,,AR,Santa Fe,SF,Rafaela,8925,2023-10-12 17:48:23
2427,3423,Calle 5994,Piso 9 Dto B,AR,Buenos Aires,BA,CABA,9476,2025-02-20 04:01:55
2428,3424,Calle 9360,Piso 8 Dto B,AR,Buenos Aires,BA,Mar del Plata,6836,2025-07-23 20:04:44
2429,3425,Calle 2619,Piso 7 Dto A,AR,Buenos Aires,BA,CABA,1682,2024-09-15 10:03:52
2430,3426,Calle 8787,,AR,Santa Fe,SF,Santa Fe,5187,2024-11-09 20:39:55
2431,3427,Calle 9635,Piso 6 Dto B,AR,Córdoba,CBA,Córdoba,8204,2023-12-24 22:35:05
2432,3428,Calle 5976,,AR,Buenos Aires,BA,CABA,5625,2024-01-08 08:14:23
2433,3429,Calle 2327,Piso 2 Dto B,AR,Buenos Aires,BA,Mar del Plata,6491,2025-09-21 05:50:12
2434,3430,Calle 5411,Piso 9 Dto B,AR,Buenos Aires,BA,Mar del Plata,8008,2025-09-03 08:53:49
2435,3431,Calle 71,,AR,Buenos Aires,BA,CABA,9444,2024-10-16 16:22:19
2436,3432,Calle 2929,Piso 8 Dto B,AR,Buenos Aires,BA,La Plata,4636,2024-06-05 04:48:50
2437,3433,Calle 6079,,AR,Buenos Aires,BA,Mar del Plata,3696,2024-09-14 00:02:55
2438,3434,Calle 6073,,AR,Buenos Aires,BA,Mar del Plata,4908,2023-05-12 20:43:17
2439,3435,Calle 3121,Piso 1 Dto C,AR,Santa Fe,SF,Santa Fe,3049,2023-05-18 09:14:45
2440,3436,Calle 9103,Piso 12 Dto A,AR,Córdoba,CBA,Córdoba,8784,2025-05-03 18:54:28
2441,3437,Calle 1900,Piso 2 Dto C,AR,Buenos Aires,BA,Mar del Plata,3297,2024-09-12 14:39:06
2442,3438,Calle 7877,Piso 11 Dto C,AR,Buenos Aires,BA,Mar del Plata,4250,2023-05-07 16:53:17
2443,3439,Calle 142,,AR,Santa Fe,SF,Rosario,2199,2023-07-19 15:25:55
2444,3440,Calle 4566,Piso 3 Dto A,AR,Santa Fe,SF,Rafaela,5755,2025-06-03 10:00:54
2445,3441,Calle 850,Piso 6 Dto C,AR,Buenos Aires,BA,Mar del Plata,8324,2025-05-04 13:51:38
2446,3442,Calle 7000,Piso 2 Dto C,AR,Buenos Aires,BA,Mar del Plata,2774,2024-12-10 09:41:09
2447,3443,Calle 7119,Piso 6 Dto B,AR,Buenos Aires,BA,Mar del Plata,8458,2025-01-26 19:36:26
2448,3444,Calle 9985,Piso 12 Dto C,AR,Buenos Aires,BA,Mar del Plata,9585,2024-05-04 07:51:50
2449,3445,Calle 264,Piso 1 Dto C,AR,Buenos Aires,BA,La Plata,3495,2024-01-11 20:17:39
2450,3446,Calle 2268,Piso 11 Dto B,AR,Mendoza,MZA,Godoy Cruz,4215,2025-04-17 20:46:20
2451,3447,Calle 2987,,AR,Córdoba,CBA,Río Cuarto,5233,2024-05-18 20:24:09
2452,3448,Calle 218,Piso 8 Dto A,AR,Mendoza,MZA,San Rafael,5661,2025-05-17 22:06:27
2453,3449,Calle 821,Piso 2 Dto B,AR,Córdoba,CBA,Villa Carlos Paz,2872,2023-09-11 08:08:55
2454,3450,Calle 609,,AR,Mendoza,MZA,Godoy Cruz,1718,2023-08-21 13:33:31
2455,3451,Calle 6866,,AR,Buenos Aires,BA,CABA,3204,2025-01-18 10:30:25
2456,3452,Calle 3424,Piso 11 Dto B,AR,Buenos Aires,BA,Mar del Plata,6509,2025-04-12 22:15:38
2457,3453,Calle 3616,,AR,Santa Fe,SF,Rosario,6868,2025-06-08 06:57:46
2458,3454,Calle 3063,Piso 2 Dto B,AR,Santa Fe,SF,Rafaela,8733,2023-09-24 19:31:33
2459,3455,Calle 3973,Piso 12 Dto C,AR,Santa Fe,SF,Santa Fe,7346,2024-07-19 14:32:11
2460,3456,Calle 2553,,AR,Córdoba,CBA,Córdoba,9107,2023-12-07 11:26:55
2461,3457,Calle 6936,,AR,Santa Fe,SF,Santa Fe,6085,2025-01-05 06:20:15
2462,3458,Calle 9704,Piso 3 Dto C,AR,Buenos Aires,BA,La Plata,3105,2024-07-29 15:38:48
2463,3459,Calle 2315,Piso 1 Dto C,AR,Buenos Aires,BA,CABA,1813,2023-09-17 03:45:36
2464,3460,Calle 6177,,AR,Buenos Aires,BA,Mar del Plata,1394,2025-09-21 02:51:51
2465,3461,Calle 3416,,AR,Santa Fe,SF,Santa Fe,7564,2024-03-16 05:20:21
2466,3462,Calle 3247,Piso 4 Dto B,AR,Córdoba,CBA,Río Cuarto,4556,2024-12-18 11:13:41
2467,3463,Calle 211,,AR,Córdoba,CBA,Córdoba,1617,2023-07-26 10:10:55
2468,3464,Calle 9645,Piso 4 Dto A,AR,Buenos Aires,BA,Mar del Plata,9536,2023-10-30 00:39:51
2469,3465,Calle 8712,,AR,Córdoba,CBA,Villa Carlos Paz,6503,2024-07-11 21:54:28
2470,3466,Calle 9833,,AR,Buenos Aires,BA,Mar del Plata,4770,2023-07-21 16:36:26
2471,3467,Calle 3615,Piso 11 Dto B,AR,Mendoza,MZA,San Rafael,7958,2023-09-20 12:16:55
2472,3468,Calle 6454,,AR,Buenos Aires,BA,La Plata,9386,2023-09-10 22:08:04
2473,3469,Calle 7031,Piso 9 Dto A,AR,Buenos Aires,BA,CABA,5965,2025-04-17 19:41:14
2474,3470,Calle 7504,,AR,Santa Fe,SF,Santa Fe,2206,2023-09-20 03:12:11
2475,3471,Calle 8987,,AR,Buenos Aires,BA,La Plata,1137,2025-03-08 02:22:32
2476,3472,Calle 9907,Piso 8 Dto C,AR,Buenos Aires,BA,CABA,3285,2023-09-30 01:20:52
2477,3473,Calle 5054,Piso 3 Dto C,AR,Córdoba,CBA,Córdoba,4813,2025-05-11 21:49:33
2478,3474,Calle 5833,,AR,Mendoza,MZA,San Rafael,7644,2025-05-29 16:44:53
2479,3475,Calle 1611,Piso 9 Dto B,AR,Buenos Aires,BA,Mar del Plata,7522,2023-11-16 14:13:41
2480,3476,Calle 3552,Piso 7 Dto A,AR,Córdoba,CBA,Río Cuarto,9925,2025-07-31 01:22:54
2481,3477,Calle 5858,Piso 1 Dto A,AR,Mendoza,MZA,San Rafael,3645,2025-04-19 09:57:02
2482,3478,Calle 9702,Piso 3 Dto A,AR,Mendoza,MZA,Mendoza,8082,2025-03-11 17:16:47
2483,3479,Calle 8436,,AR,Buenos Aires,BA,Mar del Plata,8332,2025-01-11 20:17:30
2484,3480,Calle 5323,,AR,Buenos Aires,BA,La Plata,8598,2024-07-31 17:26:39
2485,3481,Calle 5210,,AR,Córdoba,CBA,Córdoba,3221,2024-09-19 11:25:11
2486,3482,Calle 7869,Piso 8 Dto A,AR,Buenos Aires,BA,La Plata,6287,2025-06-14 12:25:41
2487,3483,Calle 8996,Piso 4 Dto C,AR,Buenos Aires,BA,CABA,9719,2023-06-13 06:31:27
2488,3484,Calle 4767,,AR,Buenos Aires,BA,CABA,7349,2024-09-29 02:40:09
2489,3485,Calle 3088,,AR,Buenos Aires,BA,Mar del Plata,6775,2025-01-10 21:54:33
2490,3486,Calle 8756,,AR,Buenos Aires,BA,CABA,2870,2024-08-27 00:51:42
2491,3487,Calle 919,,AR,Buenos Aires,BA,CABA,1071,2024-02-15 06:26:02
2492,3488,Calle 2965,Piso 9 Dto B,AR,Buenos Aires,BA,Mar del Plata,6727,2025-04-24 07:57:41
2493,3489,Calle 3817,,AR,Mendoza,MZA,San Rafael,4214,2023-06-02 23:45:15
2494,3490,Calle 2457,,AR,Buenos Aires,BA,Mar del Plata,2045,2025-07-01 20:53:01
2495,3491,Calle 592,,AR,Buenos Aires,BA,Mar del Plata,1376,2025-01-18 17:00:40
2496,3492,Calle 5647,,AR,Córdoba,CBA,Río Cuarto,4720,2024-02-23 15:38:44
2497,3493,Calle 1951,,AR,Buenos Aires,BA,CABA,7298,2024-01-22 05:01:07
2498,3494,Calle 8168,,AR,Santa Fe,SF,Rosario,3229,2024-06-15 12:06:31
2499,3495,Calle 6939,Piso 3 Dto B,AR,Santa Fe,SF,Santa Fe,6955,2024-05-11 14:41:39
2500,3496,Calle 4724,Piso 1 Dto C,AR,Buenos Aires,BA,Mar del Plata,9107,2023-09-25 22:49:02
2501,3497,Calle 4999,Piso 7 Dto C,AR,Santa Fe,SF,Santa Fe,7684,2025-06-14 13:37:47
2502,3498,Calle 6233,,AR,Buenos Aires,BA,Mar del Plata,6929,2024-08-20 03:17:24
2503,3499,Calle 3586,,AR,Buenos Aires,BA,La Plata,5598,2024-12-17 13:53:42
2504,3500,Calle 8790,Piso 11 Dto B,AR,Córdoba,CBA,Río Cuarto,9423,2024-03-09 13:20:17
2505,3501,Calle 8302,,AR,Córdoba,CBA,Villa Carlos Paz,6786,2025-09-01 18:51:14
2506,3502,Calle 2622,,AR,Mendoza,MZA,San Rafael,8113,2025-01-03 09:17:12
2507,3503,Calle 5132,,AR,Santa Fe,SF,Rafaela,8548,2025-05-09 09:51:17
2508,3504,Calle 75,Piso 9 Dto C,AR,Buenos Aires,BA,La Plata,4992,2024-01-08 02:29:19
2509,3505,Calle 6694,,AR,Santa Fe,SF,Rafaela,5125,2024-08-15 05:22:14
2510,3506,Calle 7056,Piso 10 Dto C,AR,Buenos Aires,BA,Mar del Plata,9774,2023-06-24 04:53:00
2511,3507,Calle 5007,Piso 6 Dto A,AR,Buenos Aires,BA,Mar del Plata,1522,2024-02-01 15:34:07
2512,3508,Calle 7594,,AR,Buenos Aires,BA,La Plata,1837,2025-04-16 07:12:50
2513,3509,Calle 9888,,AR,Buenos Aires,BA,CABA,8658,2025-03-30 03:16:31
2514,3510,Calle 8029,Piso 3 Dto C,AR,Buenos Aires,BA,Mar del Plata,5417,2024-10-23 11:56:21
2515,3511,Calle 79,,AR,Córdoba,CBA,Río Cuarto,2039,2025-02-19 02:29:35
2516,3512,Calle 5754,,AR,Buenos Aires,BA,Mar del Plata,3173,2023-05-13 13:24:05
2517,3513,Calle 380,,AR,Buenos Aires,BA,La Plata,6106,2024-03-26 18:50:36
2518,3514,Calle 2282,Piso 8 Dto C,AR,Buenos Aires,BA,CABA,4809,2024-04-17 15:45:13
2519,3515,Calle 5417,,AR,Santa Fe,SF,Rafaela,2829,2023-12-12 22:57:04
2520,3516,Calle 9439,,AR,Buenos Aires,BA,La Plata,7571,2024-11-12 02:04:43
2521,3517,Calle 4329,Piso 3 Dto C,AR,Buenos Aires,BA,La Plata,7230,2024-02-14 13:23:41
2522,3518,Calle 1819,Piso 12 Dto A,AR,Santa Fe,SF,Santa Fe,9124,2024-04-17 02:36:46
2523,3519,Calle 5736,Piso 6 Dto B,AR,Buenos Aires,BA,Mar del Plata,2314,2024-06-12 04:30:14
2524,3520,Calle 672,,AR,Córdoba,CBA,Villa Carlos Paz,4803,2024-09-20 14:16:00
2525,3521,Calle 4988,Piso 6 Dto B,AR,Buenos Aires,BA,La Plata,4603,2025-04-09 21:13:48
2526,3522,Calle 2224,,AR,Córdoba,CBA,Villa Carlos Paz,7811,2025-04-12 19:01:29
2527,3523,Calle 4099,,AR,Buenos Aires,BA,La Plata,2423,2024-09-10 03:47:08
2528,3524,Calle 6934,,AR,Santa Fe,SF,Santa Fe,7969,2024-06-08 17:53:15
2529,3525,Calle 6952,Piso 1 Dto C,AR,Santa Fe,SF,Rosario,9613,2023-11-06 03:03:17
2530,3526,Calle 7243,,AR,Buenos Aires,BA,Mar del Plata,1970,2025-02-22 12:00:16
2531,3527,Calle 9888,,AR,Córdoba,CBA,Córdoba,4848,2024-10-08 23:59:57
2532,3528,Calle 8095,Piso 1 Dto B,AR,Mendoza,MZA,Godoy Cruz,1532,2024-09-29 12:41:13
2533,3529,Calle 8845,Piso 3 Dto A,AR,Córdoba,CBA,Río Cuarto,8220,2024-04-23 12:12:05
2534,3530,Calle 2839,,AR,Córdoba,CBA,Córdoba,9700,2025-09-15 19:10:28
2535,3531,Calle 5056,,AR,Buenos Aires,BA,CABA,5780,2023-12-28 12:25:37
2536,3532,Calle 9959,Piso 4 Dto B,AR,Buenos Aires,BA,La Plata,7000,2023-07-16 18:23:02
2537,3533,Calle 9060,,AR,Santa Fe,SF,Rosario,2754,2024-05-22 15:20:41
2538,3534,Calle 5928,Piso 6 Dto B,AR,Buenos Aires,BA,La Plata,8644,2024-02-17 02:02:35
2539,3535,Calle 1806,Piso 12 Dto B,AR,Córdoba,CBA,Córdoba,1397,2024-07-22 02:25:38
2540,3536,Calle 1394,,AR,Córdoba,CBA,Córdoba,5901,2024-05-26 09:23:09
2541,3537,Calle 6104,,AR,Buenos Aires,BA,Mar del Plata,3568,2025-05-26 13:42:22
2542,3538,Calle 1757,Piso 6 Dto A,AR,Buenos Aires,BA,Mar del Plata,3409,2023-10-31 04:02:18
2543,3539,Calle 9912,Piso 3 Dto B,AR,Mendoza,MZA,Godoy Cruz,2052,2025-04-07 00:35:35
2544,3540,Calle 8344,,AR,Buenos Aires,BA,CABA,2366,2023-07-28 05:25:40
2545,3541,Calle 3746,,AR,Córdoba,CBA,Villa Carlos Paz,2604,2025-09-06 07:25:56
2546,3542,Calle 1238,,AR,Buenos Aires,BA,Mar del Plata,8544,2025-03-11 23:32:53
2547,3543,Calle 441,Piso 6 Dto A,AR,Santa Fe,SF,Rosario,8984,2023-05-07 12:29:35
2548,3544,Calle 5674,,AR,Buenos Aires,BA,La Plata,7113,2024-03-06 05:55:47
2549,3545,Calle 5207,,AR,Buenos Aires,BA,La Plata,1096,2023-11-25 09:30:15
2550,3546,Calle 8532,Piso 4 Dto C,AR,Santa Fe,SF,Santa Fe,1560,2024-03-31 22:57:57
2551,3547,Calle 5673,Piso 1 Dto A,AR,Córdoba,CBA,Villa Carlos Paz,9241,2025-01-16 00:19:17
2552,3548,Calle 774,,AR,Buenos Aires,BA,La Plata,5459,2023-05-19 05:13:54
2553,3549,Calle 3371,Piso 5 Dto B,AR,Córdoba,CBA,Río Cuarto,6701,2024-08-10 07:14:12
2554,3550,Calle 2396,,AR,Córdoba,CBA,Río Cuarto,1731,2023-08-31 07:28:36
2555,3551,Calle 2166,,AR,Santa Fe,SF,Rafaela,1794,2024-09-04 02:48:51
2556,3552,Calle 4601,,AR,Buenos Aires,BA,CABA,9937,2024-08-30 08:26:32
2557,3553,Calle 1615,,AR,Buenos Aires,BA,CABA,6925,2024-05-06 16:25:45
2558,3554,Calle 3228,,AR,Buenos Aires,BA,Mar del Plata,7336,2025-07-26 09:48:17
2559,3555,Calle 6736,,AR,Buenos Aires,BA,Mar del Plata,4892,2025-08-17 22:22:20
2560,3556,Calle 1409,Piso 11 Dto C,AR,Córdoba,CBA,Río Cuarto,5022,2024-12-16 21:25:50
2561,3557,Calle 8361,Piso 10 Dto C,AR,Córdoba,CBA,Villa Carlos Paz,8964,2025-03-01 12:18:27
2562,3558,Calle 701,,AR,Buenos Aires,BA,CABA,2323,2024-06-08 04:52:39
2563,3559,Calle 826,Piso 8 Dto A,AR,Córdoba,CBA,Córdoba,2870,2025-03-09 17:34:04
2564,3560,Calle 5984,Piso 1 Dto C,AR,Buenos Aires,BA,Mar del Plata,2707,2024-02-10 02:11:47
2565,3561,Calle 8669,,AR,Buenos Aires,BA,CABA,2318,2024-06-20 09:37:48
2566,3562,Calle 5928,Piso 5 Dto B,AR,Santa Fe,SF,Santa Fe,8743,2023-12-12 05:29:51
2567,3563,Calle 5545,,AR,Córdoba,CBA,Villa Carlos Paz,8430,2025-02-28 13:01:18
2568,3564,Calle 7196,,AR,Buenos Aires,BA,CABA,9208,2025-06-21 11:05:42
2569,3565,Calle 6974,Piso 4 Dto C,AR,Buenos Aires,BA,CABA,7566,2023-10-18 12:32:14
2570,3566,Calle 6254,,AR,Buenos Aires,BA,La Plata,1413,2024-12-04 06:40:58
2571,3567,Calle 7517,Piso 2 Dto A,AR,Buenos Aires,BA,CABA,5693,2023-07-17 07:04:21
2572,3568,Calle 3563,Piso 11 Dto C,AR,Buenos Aires,BA,CABA,7238,2023-08-20 22:49:20
2573,3569,Calle 6247,Piso 3 Dto B,AR,Buenos Aires,BA,La Plata,4355,2024-04-09 07:00:09
2574,3570,Calle 1810,Piso 2 Dto B,AR,Buenos Aires,BA,Mar del Plata,2585,2024-08-11 05:20:22
2575,3571,Calle 1676,Piso 6 Dto A,AR,Buenos Aires,BA,Mar del Plata,9378,2024-04-22 06:22:58
2576,3572,Calle 8715,,AR,Buenos Aires,BA,La Plata,7810,2024-06-15 21:31:41
2577,3573,Calle 6362,Piso 6 Dto B,AR,Buenos Aires,BA,La Plata,9364,2025-05-25 08:53:49
2578,3574,Calle 6184,,AR,Mendoza,MZA,Mendoza,1048,2023-06-18 23:21:16
2579,3575,Calle 7970,,AR,Buenos Aires,BA,CABA,7579,2024-04-22 15:39:52
2580,3576,Calle 5645,,AR,Córdoba,CBA,Córdoba,2861,2024-01-21 11:05:05
2581,3577,Calle 6281,,AR,Buenos Aires,BA,CABA,5590,2023-08-14 01:31:31
2582,3578,Calle 818,,AR,Buenos Aires,BA,La Plata,2543,2023-09-10 07:32:29
2583,3579,Calle 2102,Piso 9 Dto A,AR,Buenos Aires,BA,CABA,8861,2023-11-14 17:56:00
2584,3580,Calle 1434,Piso 9 Dto A,AR,Buenos Aires,BA,CABA,7561,2023-07-27 23:57:06
2585,3581,Calle 5484,Piso 11 Dto B,AR,Santa Fe,SF,Santa Fe,8816,2024-07-21 12:19:50
2586,3582,Calle 9835,,AR,Córdoba,CBA,Villa Carlos Paz,3208,2023-10-18 08:57:03
2587,3583,Calle 4574,Piso 9 Dto B,AR,Buenos Aires,BA,CABA,7840,2024-11-08 22:38:03
2588,3584,Calle 9059,,AR,Buenos Aires,BA,CABA,1154,2025-03-08 03:03:11
2589,3585,Calle 5135,,AR,Buenos Aires,BA,CABA,7683,2024-03-11 20:52:29
